,count_pos_tweets,count_neg_tweets,ratio_pos_tweets,average_lenContent,average_replyCount,average_retweetCount,average_likeCount,average_quoteCount,average_followerCount,average_friendCount,average_pos,average_neu,average_neg,average_compound,count_all,count_hasLinks,count_hasMedia,count_isRetweeted,count_isQuoted,count_hasHashtags,count_verified
2020-03-14,91.0,43.0,0.6791044776119403,221.9151515151515,26.13939393939394,448.53939393939396,955.7575757575758,40.4969696969697,378524.59393939393,8117.727272727273,0.16139393939393937,0.7540484848484847,0.08457575757575761,0.19094484848484838,165.0,38.0,77.0,0.0,8.0,107.0,0.0
2020-03-15,77.0,49.0,0.6111111111111112,219.10884353741497,22.625850340136054,149.00680272108843,582.7619047619048,20.299319727891156,356174.44217687077,7184.802721088436,0.1453469387755102,0.7553537414965984,0.0992857142857143,0.1254462585034014,147.0,33.0,57.0,0.0,20.0,91.0,0.0
2020-03-16,98.0,48.0,0.6712328767123288,224.76,19.234285714285715,229.5142857142857,625.7885714285715,20.96,438110.13714285713,7818.714285714285,0.14468571428571428,0.76392,0.09140571428571428,0.12284914285714285,175.0,46.0,78.0,0.0,8.0,104.0,0.0
2020-03-17,100.0,52.0,0.6578947368421053,224.4673913043478,35.21195652173913,586.0652173913044,1447.0271739130435,50.67934782608695,478018.91847826086,3102.4728260869565,0.1670597826086956,0.7342119565217393,0.0987173913043478,0.16255108695652185,184.0,42.0,67.0,0.0,24.0,107.0,0.0
2020-03-18,91.0,60.0,0.6026490066225165,226.4318181818182,20.795454545454547,120.13068181818181,379.4943181818182,12.528409090909092,410024.4659090909,5031.9375,0.14685227272727275,0.7480056818181816,0.10517613636363636,0.09450113636363634,176.0,53.0,75.0,0.0,19.0,97.0,0.0
2020-03-19,132.0,87.0,0.6027397260273972,229.04435483870967,31.830645161290324,124.9475806451613,480.3508064516129,12.483870967741936,651952.9072580645,10524.834677419354,0.1478064516129032,0.7463306451612907,0.10587096774193551,0.11085201612903225,248.0,47.0,100.0,0.0,25.0,149.0,0.0
2020-03-20,166.0,85.0,0.6613545816733067,229.43853820598008,57.27906976744186,264.45514950166114,905.8671096345515,24.614617940199334,451462.74750830565,8228.976744186046,0.14905315614617942,0.7527740863787373,0.09816611295681067,0.14540332225913621,301.0,64.0,131.0,0.0,28.0,197.0,0.0
2020-03-21,107.0,72.0,0.5977653631284916,233.28301886792454,24.9811320754717,150.10377358490567,451.1509433962264,12.69811320754717,510033.24528301886,5054.070754716981,0.145872641509434,0.7482500000000001,0.10590094339622645,0.09880377358490561,212.0,55.0,88.0,0.0,21.0,114.0,0.0
2020-03-22,90.0,69.0,0.5660377358490566,229.69565217391303,39.30434782608695,163.0054347826087,612.1847826086956,20.293478260869566,596358.4945652174,3161.6195652173915,0.1550652173913043,0.7326195652173915,0.11230978260869569,0.10431467391304353,184.0,42.0,80.0,0.0,20.0,111.0,0.0
2020-03-23,101.0,76.0,0.5706214689265536,223.12980769230768,65.07692307692308,177.4375,744.0913461538462,36.02884615384615,795733.0961538461,3238.1923076923076,0.14806250000000004,0.743798076923077,0.10814423076923078,0.08088317307692308,208.0,48.0,87.0,0.0,17.0,115.0,0.0
